Character,Chapter,Line
Bugenhagen,Cosmo Canyon - Nanaki,"Ho Ho Hoooo. Spirit energy is efficient BECAUSE it exists within nature.When Spirit energy is forcefully extracted, and manufactured, it can't accomplish its true purpose."
Cloud,Cosmo Canyon - Nanaki,"You're talking about Mako energy, right?"
Bugenhagen,Cosmo Canyon - Nanaki,"Everyday Mako reactors suck up Spirit energy, diminishing it.Spirit energy gets compressed in the reactors and processed into Mako energy. All living things are being used up and thrown away.In other words, Mako energy will only destroy the Planet..."
Elder Hargo,Cosmo Canyon - Nanaki,"Ahh, here it is.My job is to gather all the legends and the knowledge of the planet and to make a book.Then, even when I return to the planet, the children may still be taught about many things...Mmm? Oh, we have guests. Good, good.I know, I know.You came to ask me something, right? Am I right?"
Cloud,Cosmo Canyon - Nanaki,- It's about the Promised Land- Not really
Elder Hargo,Cosmo Canyon - Nanaki,"...The Promised Land. So you want to know...?There is no one place called the Promised Land. That's what I believe.No no, it does exist. Hmmm...... you can say that too.In other words, it doesn't exist for us, but it did for the Ancients.The Promised Land is the resting place of the Ancients.The life of the Ancients is one continuous journey. A journey to grow trees and plants, produce animals, and to raise Mako energy.Their harsh journeys continued throughout their lives...The place they returned to after their long journey... Their burial land is the Promised Land.Huh? Supreme Happiness? I believe that, for the Ancients, it was the moment that they were able to return to their Planet,At that moment they were released from their fate, and gained their supreme happiness...At least that's what I believe. I really don't know whether or not it's the truth now."
Elder Hargo,Cosmo Canyon - Nanaki,"Oh, that's not what you're here for?I'd appreciate it if you don't talk to me about such foolish things as legends and old wives tales."
Elder Hargo,Cosmo Canyon - Nanaki,"By the way, those that came with you are all at the Cosmo Candle.Are you leaving?"
Gatekeeper,Cosmo Canyon - Nanaki,Leaving already? But it appears your friends still want to learn more about the planet...
Elder Bugah,Cosmo Canyon - Nanaki,Mmm...What is it?
Cloud,Cosmo Canyon - Nanaki,- The story of the Ancients...- Nothing
Elder Bugah,Cosmo Canyon - Nanaki,"You can't talk of the Ancients, without mentioning Professor Gast.He used to come here sometimes.He was a Shinra scholar who spent his life studying the Ancients.He was a serious person, never would have figured he'd be with the Shinra.Must've been about 30 years ago, when he found the corpse of an Ancient. He was elated!If I recall... he named it 'Jenova' and was doing a lot of research...One day, he showed up here, looking real distressed.He was mumbling something about Jenova not being an Ancient and that he'd done a terrible thing...He's been missing since then. I heard that he never went back to ShinraSo, if you ever see Professor Gast, I want you to tell him...That the old man that likes to drink in Cosmo Canyon, wanted to hear about the Ancients.Well, there's lots to talk about,but most things about the Ancients are all legend and folk tales, and no one knows the truth."
Elder Bugah,Cosmo Canyon - Nanaki,...hmm. That's no fun... I wanna tell a story.
Elder Bugah,Cosmo Canyon - Nanaki,"By the way, your friends are all in front of the 'Cosmo Candle'Are you all leaving now?"
Nanaki,Cosmo Canyon - Nanaki,......
Barret,Cosmo Canyon - Nanaki,"Cosmo Canyon... This's where AVALANCHE was born...I promised my guys someday... when we saved the planet from the Shinra, that we'd all go to Cosmo Canyon and celebrate...Biggs... Wedge... Jessie...Now they're all gone... died for the planet....Really? To save the planet?We all... we all hate the Shinra...Do I even got a to go on?Will they......... will they ever forgive me?...Right now, I really don't know. But I know one thing.If there's anything I can do, to save the planet... or the people livin' on it... Then I'm gonna do it!I don't care if it's for justice or revenge, or whatever. I don't care...... let 'em decide for 'emselves."
Aeris,Cosmo Canyon - Nanaki,I learned a lot. The elders taught me many things.About the Cetra... And the Promised Land...I'm...... alone... I'm all alone now...
Cloud,Cosmo Canyon - Nanaki,"But I'm...... we're here for you, right?"
Aeris,Cosmo Canyon - Nanaki,"I know. I know, but... I am the only...... Cetra."
Cloud,Cosmo Canyon - Nanaki,Does that mean we can't help?
Aeris,Cosmo Canyon - Nanaki,......
Tifa,Cosmo Canyon - Nanaki,"Cloud...Bonfires are funny, aren't they?They make you remember all sorts of things.You know, Cloud. 5 Years ago.........It's nothing.No, forget it. I'm afraid to ask..."
Cloud,Cosmo Canyon - Nanaki,What is it...?
Tifa,Cosmo Canyon - Nanaki,"It feels like... it feels like you're going far away...You really, really are...... you... right?"
Yuffie,Cosmo Canyon - Nanaki,"What a boring place, just like I thought. I wanna go somewhere! Let's go find some Materia!"
Cait Sith,Cosmo Canyon - Nanaki,"I wonder how many years it's been... Gosh, it brings back memories......"
Nanaki,Cosmo Canyon - Nanaki,"...Long ago....When I was still very small. We were all around this flame...No, never mind..."
Cloud,Cosmo Canyon - Nanaki,What happened?
Nanaki,Cosmo Canyon - Nanaki,"It's about my parents.When I talk about my mother, I am full of pride and joy...And that's fine. ...But when I remember my father, my heart is full of anger..."
Bugenhagen,Cosmo Canyon - Nanaki,...You really can't forgive your father...?
Nanaki,Cosmo Canyon - Nanaki,"Of course. He...... left mother for dead.When the Gi tribe attacked, he ran off by himself, leaving mother and the people of the Canyon!"
Bugenhagen,Cosmo Canyon - Nanaki,"...Come, Nanaki. There's something you should see."
Nanaki,Cosmo Canyon - Nanaki,...?
Bugenhagen,Cosmo Canyon - Nanaki,The place may be dangerous.Cloud. Will you and one other person come with us?
Barret,Cosmo Canyon - Nanaki,...Where're they going?
Aeris,Cosmo Canyon - Nanaki,I wonder what he wants to show Nanaki...?
Tifa,Cosmo Canyon - Nanaki,Can I go too?
Yuffie,Cosmo Canyon - Nanaki,"Does he want to show him THAT? You know, maybe there's some Materia that's been passed on for generations in this Canyon!?"
Cait Sith,Cosmo Canyon - Nanaki,Dangerous? Count me out......
Elder Bugah,Cosmo Canyon - Nanaki,Mmm. I'm starting to feel good now. That bartender's cocktails always hit the spot.
Gatekeeper,Cosmo Canyon - Nanaki,"Hm? If you're looking for Bugenhagen, he went to the Sealed Door.Remember, there's a steel door on the way to Bugenhagen's room.What's that door there for anyhow? It's been closed forever..."
Bugenhagen,Cosmo Canyon - Nanaki,Ho Ho HooooAre we all set?
Cloud,Cosmo Canyon - Nanaki,- Yeah- Just a minute
Bugenhagen,Cosmo Canyon - Nanaki,Not ready yet? Tell me when you are ready.
Bugenhagen,Cosmo Canyon - Nanaki,Ho Ho Hoooo. Shall we go?
Nanaki,Cosmo Canyon - Nanaki,"Hey? Aren't you going with us, Grandpa?"
Bugenhagen,Cosmo Canyon - Nanaki,What are you crazy? It's dangerous in there. I told you that!You want an old man like me should go first? I'll be right behind you.
Bugenhagen,Cosmo Canyon - Nanaki,"What is it, you're going back? I'll be waiting here for you when you're ready.I can't leave this door open forever.Good. Then we shall proceed."
Bugenhagen,Cosmo Canyon - Nanaki,Ho Ho Hoooo.Everyone here's a Ghost of the Gi tribe. Killed in a certain battle.
Nanaki,Cosmo Canyon - Nanaki,A certain battle...?
Bugenhagen,Cosmo Canyon - Nanaki,"The vengeful spirits of the Gi didn't disappear, and couldn't return to the Lifestream...We still have far to go. Ho Ho Hoooo."
Bugenhagen,Cosmo Canyon - Nanaki,"As you can see, this cave leads to the back of Cosmo Canyon.It was unfortunate that the Gi were larger than us. If they attacked through here, we wouldn't have stood a chance."
Nanaki,Cosmo Canyon - Nanaki,......
Bugenhagen,Cosmo Canyon - Nanaki,Let's move on.
Bugenhagen,Cosmo Canyon - Nanaki,This warrior went through the cave all alone.Fighting attackers one after another...
Nanaki,Cosmo Canyon - Nanaki,Grandpa...... That warrior...
Bugenhagen,Cosmo Canyon - Nanaki,Ho Ho Hoooo... We're almost there.
Bugenhagen,Cosmo Canyon - Nanaki,What is this......?
Nanaki,Cosmo Canyon - Nanaki,"Grandpa, is he...!?"
Bugenhagen,Cosmo Canyon - Nanaki,After death... The ghosts of the Gi... Like stagnant air......This... can't be!!
Bugenhagen,Cosmo Canyon - Nanaki,"...Thank you, Cloud. Because of you, we survived.Nanaki, you have grown strong, too."
Nanaki,Cosmo Canyon - Nanaki,......Oh yeah?
Bugenhagen,Cosmo Canyon - Nanaki,"Now I know that it wasn't a mistake bringing you here...Come, I have something I want to show you. Right over here."
Nanaki,Cosmo Canyon - Nanaki,This is...
Bugenhagen,Cosmo Canyon - Nanaki,"...The warrior who fought against the Gi.He kept them from taking even one step into Cosmo Canyon.But he was never able to return to town...Look, Nanaki. Look at your father, at the warrior, Seto."
Nanaki,Cosmo Canyon - Nanaki,...That... That's...... Seto...?
Bugenhagen,Cosmo Canyon - Nanaki,"Seto continued to fight the Gi tribe here. ...To protect this Canyon.Even after the Gi's poisonous arrows turned his body to stone......Even after they all ran away... Seto, continued to protect us.And he continues to protect us, even now."
Nanaki,Cosmo Canyon - Nanaki,Even now...
Bugenhagen,Cosmo Canyon - Nanaki,"You thought that he was a coward and ran away. But he, alone risked his life to protect Cosmo Canyon.That is your father, Seto."
Nanaki,Cosmo Canyon - Nanaki,That...... that is Seto? ...!? Did mother know?
Bugenhagen,Cosmo Canyon - Nanaki,Ho Ho Hoooo... She knew. The two of them made me promise to keep this cave shut.They asked me to seal it myself and not to tell a soul.They said we should forget about this cave.
Nanaki,Cosmo Canyon - Nanaki,.........
Bugenhagen,Cosmo Canyon - Nanaki,Cloud... Would you mind leaving the two of us alone?
Bugenhagen,Cosmo Canyon - Nanaki,Nanaki. I want you to continue your journey with Cloud and the others.
Nanaki,Cosmo Canyon - Nanaki,Grandpa!?
Bugenhagen,Cosmo Canyon - Nanaki,"Listen, Nanaki.Cloud says they are trying to save the planet.Honestly, I don't think it can be done.For even if they stop every reactor on the planet, it's only going to postpone the inevitable.Even if they stop Sephiroth, everything will perish.But, Nanaki. I've been thinking lately.I've been thinking if there was anything WE could do,as a part of the planet, something to help a planet already in misery...No matter what happens, isn't it important to try?Am I just wishing against fate?I am too old to do anything about it...This year, I'll be 130. Ho Ho Hoooo.That is why, Nanaki, you must go with them! For my sake."
Nanaki,Cosmo Canyon - Nanaki,Grandpa...
Bugenhagen,Cosmo Canyon - Nanaki,I wanted to show you your real father before you left...I'm so glad that you came back while I was still alive to show you.
Nanaki,Cosmo Canyon - Nanaki,Grandpa... don't talk like that. I don't want to think of life... without you......
Bugenhagen,Cosmo Canyon - Nanaki,"Ho Ho Hoooo. Well, I've had a long life."
Nanaki,Cosmo Canyon - Nanaki,Grandpa! You must live!I'll see to it.I'll see to what's happening to the planet. And I'll come back to tell you.
Bugenhagen,Cosmo Canyon - Nanaki,Nanaki...
Nanaki,Cosmo Canyon - Nanaki,"I am  of Cosmo Canyon! The son of the warrior, Seto!I'll come back a warrior true to that noble name! So please, Grandpa..."
Bugenhagen,Cosmo Canyon - Nanaki,That's... Seto's...... Seto......
Nanaki,Cosmo Canyon - Nanaki,Seto....... Fa... Father...
Barret,Cosmo Canyon - Nanaki,They said they finished fixin' the buggy.
Cloud,Cosmo Canyon - Nanaki,Shall we get going?
Aeris,Cosmo Canyon - Nanaki,"So this is it, Nanaki..."
Barret,Cosmo Canyon - Nanaki,That's just the way it goes. ...You came in handy at times...
Man,Cosmo Canyon - Nanaki,The repair on your car is completed.Now you should be able to go where ever you want.
Cloud,Cosmo Canyon - Nanaki,- How much do I owe...?- Much obliged
Man,Cosmo Canyon - Nanaki,"No charge! You'd do the same for me, right?"
Cloud,Cosmo Canyon - Nanaki,"- Please, take 1000 gil- I guess you're right"
Man,Cosmo Canyon - Nanaki,"Are you sure...? Well, all right. Thank you.Oh yeah. Did you stay at the inn already?There was a bottle on the sofa there a couple of days ago... was it yours?"
Man,Cosmo Canyon - Nanaki,Mmm...... I think the teachings of the 'Study of Planet Life' are true.But can people used to Mako energy ever go back...?
Kid outside Sealed Door,Cosmo Canyon - Nanaki,Nope... It doesn't open... How'd he seal it? With a huge magnet?
Nanaki,Cosmo Canyon - Nanaki,Wait for me! I'm coming too!
Cloud,Cosmo Canyon - Nanaki,Mmm?
Bugenhagen,Cosmo Canyon - Nanaki,Cloud. Please look after Nanaki.
Cloud,Cosmo Canyon - Nanaki,What happened?
Nanaki,Cosmo Canyon - Nanaki,I think I grew up a little. That's what happened!
Bugenhagen,Cosmo Canyon - Nanaki,Ho Ho Hoooo. Come back whenever you need my knowledge.
Tifa,Nibelheim - Reconstructed,What---!!
Cloud,Nibelheim - Reconstructed,...I thought so.
Tifa,Nibelheim - Reconstructed,Then why...? My house is still there too...
Barret,Nibelheim - Reconstructed,The hell's goin' on!? This a dream or somethin'?
Aeris,Nibelheim - Reconstructed,...somthing's strange?
Nanaki,Nibelheim - Reconstructed,I wonder what's going on...
Yuffie,Nibelheim - Reconstructed,What the...!?
Cait Sith,Nibelheim - Reconstructed,"Cloud, maybe you were just dreaming...?"
Barret,Nibelheim - Reconstructed,"You said the whole town burnt down, right?"
Aeris,Nibelheim - Reconstructed,"This is Nibelheim, right? But the town's all here."
Nanaki,Nibelheim - Reconstructed,This is Nibelheim? I heard it burnt down.
Yuffie,Nibelheim - Reconstructed,I heard from someone that this town was gone!
Cait Sith,Nibelheim - Reconstructed,The whole town was destroyed by Sephiroth. At least that's what I heard...
Cloud,Nibelheim - Reconstructed,...Yeah.
Barret,Nibelheim - Reconstructed,You trin' to fool us!?
Aeris,Nibelheim - Reconstructed,"Hey, what's going on?"
Nanaki,Nibelheim - Reconstructed,Cloud... Did you lie to us?
Yuffie,Nibelheim - Reconstructed,What happened?
Cait Sith,Nibelheim - Reconstructed,"Cloud, did you make up your story just to get our support?"
Cloud,Nibelheim - Reconstructed,I'm not lying!I remember... the intense heat of the flames...
Innkeeper,Nibelheim - Reconstructed,"Hi, welcome."
Cloud,Nibelheim - Reconstructed,- Give me a room- What's your story?
Innkeeper,Nibelheim - Reconstructed,It'll be 100 gil a night. Is that all right with you?
Cloud,Nibelheim - Reconstructed,- Yes- Never mind.
Innkeeper,Nibelheim - Reconstructed,Enjoy your stay.
Innkeeper,Nibelheim - Reconstructed,"Well then, maybe next time..."
Innkeeper,Nibelheim - Reconstructed,"Sir, don't say such awful things.I was born and raised in this town. What you say never happened."
Tifa,Nibelheim - Reconstructed,You're lying...
Innkeeper,Nibelheim - Reconstructed,"EXUSE ME...... That's so rude...If you're going to talk like that to me, I'm going to have to ask you to leave.Oh, I'm so sorry. I've got lots to do..."
Cloud,Nibelheim - Reconstructed,Man in a Black Cape?He has a tattoo number '6'. Hmm? He has something...
Clone #6,Nibelheim - Reconstructed,Urrr...... rrrrr...... rrrgh... must... go... to... Re... uni... on...
Woman,Nibelheim - Reconstructed,"Nice town, huh?We've been in business here for a long time..."
Cloud,Nibelheim - Reconstructed,...You're lying.
Woman,Nibelheim - Reconstructed,Do you have anything to do with this town?
Cloud,Nibelheim - Reconstructed,"- How about bein' born and raised here?- Nope, guess not"
Woman,Nibelheim - Reconstructed,It's not nice to lie!!
Woman,Nibelheim - Reconstructed,Oh yeah...?
Cloud,Nibelheim - Reconstructed,He has a tattoo of the number '12'. Mmm? He has something.
Clone #12,Nibelheim - Reconstructed,Can...... you...... hear? The... voice... of... Se... phi... ro... th......
Woman,Nibelheim - Reconstructed,What is it?
Cloud,Nibelheim - Reconstructed,- Nothing- I want to hear your story
Woman,Nibelheim - Reconstructed,"Oh, really. Then, it'll help me too."
Woman,Nibelheim - Reconstructed,Are you sick... saying those things?Get out of here!
Clone #5,Nibelheim - Reconstructed,...must...... get...... it... and bring... to... Se... phi... roth...Then... become... one... with... Se... phi... roth...
Cloud,Nibelheim - Reconstructed,This guy's number '5'...
Cloud,Nibelheim - Reconstructed,He has a tattoo of the number '11'...
Clone #11,Nibelheim - Reconstructed,...must...... go......... Reun... ion...
Cloud,Nibelheim - Reconstructed,Tattoo number '4'
Clone #4,Nibelheim - Reconstructed,...Where... are... you...? Great... Se... phi... roth...
Cloud,Nibelheim - Reconstructed,But... I definitely remember playing the piano then. But why didn't it get burnt down?Play the piano......?
Cloud,Nibelheim - Reconstructed,I wonder what... this is...
Small Clone,Nibelheim - Reconstructed,...Re...... union.
Smaller Clone,Nibelheim - Reconstructed,............ion
Smaller Clone,Nibelheim - Reconstructed,..................
Clone,Nibelheim - Reconstructed,Wooooo-----ooow...... He's... calling...... Sephiroth...... is...... calling......
Clone 2,Nibelheim - Reconstructed,The... Great... Se... phi...... roth...... is... near......In... side...... inside... the Mansion...... Urrrrrrrgh...... the great...... Sephi...... roth
Letter,Nibelheim - Reconstructed,"I must get rid of all those that stand in the way of my research. Even that one from the Turks.I scientifically altered him, and put him to sleep in the basement. If you want to find him, then search the area.But... this is merely a game I thought of. It is not necessary for you to participate if you don't want to."
Cloud,Nibelheim - Reconstructed,There seems to be another letter.- Read it- Ignore it
Letter,Nibelheim - Reconstructed,"Move the dial on the safe carefully, but quickly. You have 20 seconds. You can not go past the numbers while turning. The 4 hints for the numbers are..."
Cloud,Nibelheim - Reconstructed,I have a bad feeling about this...- Still open the safe- Don't open
Vincent,Nibelheim - Reconstructed,...To wake me from the nightmare
"Cloud, Tifa, or Cid",Nibelheim - Reconstructed,You were having a nightmare.
Barret,Nibelheim - Reconstructed,I woke ya up. Ya outta be thankin' me.
Aeris,Nibelheim - Reconstructed,You'll dream about bad things if you sleep in a place like THIS.
Tifa,Nibelheim - Reconstructed,How bad was your dream?
Nanaki,Nibelheim - Reconstructed,...You don't look good.
Yuffie,Nibelheim - Reconstructed,"Man, you really WERE having a bad dream! Even I feel bad!"
Cait Sith,Nibelheim - Reconstructed,Aren't you glad you woke up?
Cid,Nibelheim - Reconstructed,The air's pretty heavy here. How can you sleep in a place like this?
Vincent,Nibelheim - Reconstructed,Hmph... a nightmare...? My long sleep has given me time to atone.
Cloud,Nibelheim - Reconstructed,What are you saying?
Tifa,Nibelheim - Reconstructed,What's he talking about...?
Cid,Nibelheim - Reconstructed,What the hell are you saying?
Vincent,Nibelheim - Reconstructed,I have nothing to say to strangers. Get out.This mansion is the beginning of your nightmare.
Cloud,Nibelheim - Reconstructed,...you can say that again.
Tifa,Nibelheim - Reconstructed,...That's for sure.
Cid,Nibelheim - Reconstructed,...It's startin' to look that way!
Vincent,Nibelheim - Reconstructed,Hmm? What do you know?
"Cloud, Tifa, or Cid",Nibelheim - Reconstructed,- Don't say a thing- Talk about Sephiroth
Vincent,Nibelheim - Reconstructed,"I see. Then, I'll return to my nightmare......What? More?"
"Cloud, Tifa, or Cid",Nibelheim - Reconstructed,"- No, good night- Tell him about Sephiroth"
Cloud,Nibelheim - Reconstructed,"Like you said, this mansion is the beginning of a nightmare.No, it's not a dream, it's for real.Sephiroth has lost his mind. He found the secrets hidden in this mansion..."
Tifa,Nibelheim - Reconstructed,"Just like you said, this mansion is the start of a nightmare...No, not a dream... it's reality.Sephiroth has lost his mind. He found the secrets hidden in this mansion..."
Cid,Nibelheim - Reconstructed,"It's like you said, the mansion's the beginning of a nightmare.No, it's not a dream, it's the truth.Sephiroth's gone nuts. He found a ton of secrets hidden in this mansion..."
Vincent,Nibelheim - Reconstructed,Sephiroth!?
"Vincent + Cloud, Tifa, or Cid",Nibelheim - Reconstructed,You know Sephiroth?
Vincent,Nibelheim - Reconstructed,You start first.
"Cloud, Tifa, or Cid",Nibelheim - Reconstructed,...That's how it was.
Vincent,Nibelheim - Reconstructed,"So Sephiroth knows he was created five years ago? And about the Jenova Project?...He was missing, but has just recently reappeared.He has taken many lives and is seeking the Promised Land."
"Cloud, Tifa, or Cid",Nibelheim - Reconstructed,Now it's your turn.
Vincent,Nibelheim - Reconstructed,Sorry... I cannot speak.
Barret,Nibelheim - Reconstructed,Hey! You lyin' white-faced!
Aeris,Nibelheim - Reconstructed,That's dirty!
Tifa,Nibelheim - Reconstructed,Hmm... I'm disappointed.
Nanaki,Nibelheim - Reconstructed,What... you're serious?
Yuffie,Nibelheim - Reconstructed,"Oh, that's okay. It was probably depressing anyway."
Cait Sith,Nibelheim - Reconstructed,"Hey, that's not right---"
Cid,Nibelheim - Reconstructed,Good! I'm not in the mood to hear long stories. Let's get the hell outta here!
Vincent,Nibelheim - Reconstructed,"Hearing your stories, has added upon me yet another sin.More nightmares shall come to me now, more than I previously had."
"Cloud, Tifa or Cid",Nibelheim - Reconstructed,- Good night- Who are you?
Vincent,Nibelheim - Reconstructed,"I was with... the Shinra Manufacturing Department in Administrative Research, otherwise known as--the Turks...."
Cloud or Tifa,Nibelheim - Reconstructed,The Turks!?
Cid,Nibelheim - Reconstructed,Turks!?
Vincent,Nibelheim - Reconstructed,Formerly of the Turks.I have no affiliation with Shinra now....And you?
Cloud,Nibelheim - Reconstructed,", formerly of SOLDIER."
Tifa,Nibelheim - Reconstructed,", formerly of the AVALANCHE."
Cid,Nibelheim - Reconstructed,", formerly of the Space Program Department."
Vincent,Nibelheim - Reconstructed,You were also with Shinra...? Then do you know Lucrecia?
"Cloud, Tifa, or Cid",Nibelheim - Reconstructed,Who?
Vincent,Nibelheim - Reconstructed,......Lucrecia.
Cid,Nibelheim - Reconstructed,No idea.
Vincent,Nibelheim - Reconstructed,The woman who gave birth to Sephiroth.
Cloud,Nibelheim - Reconstructed,...gave birth...?Wasn't Jenova Sephiroth's mother?
Tifa or Cid,Nibelheim - Reconstructed,...gave birth...?Isn't Jenova Sephiroth's mother?
Vincent,Nibelheim - Reconstructed,"That isn't completely wrong, but just a theory.He was born from a beautiful lady.That lady was Lucrecia.She was an assistant to Professor Gast of the Jenova Project. Beautiful... Lucrecia."
"Cloud, Tifa, or Cid",Nibelheim - Reconstructed,...A human experiment?
Vincent,Nibelheim - Reconstructed,"There was no way to cancel the experiment.I couldn't stop her.That was my sin.I let the one I loved, the one I respected most, face the worst."
Barret,Nibelheim - Reconstructed,That why you started sleepin' in a box? Gimme a break!
Aeris,Nibelheim - Reconstructed,So your punishment was to sleep? That's... kinda weird.
Tifa,Nibelheim - Reconstructed,So the punishment was sleep? That's weird.
Nanaki,Nibelheim - Reconstructed,So you slept as punishment? Isn't that strange? That thinking...
Yuffie,Nibelheim - Reconstructed,OK. Boring story no. 1.
Cait Sith,Nibelheim - Reconstructed,You think that's punishing yourself? You're just sleeping.
Cid,Nibelheim - Reconstructed,You shouldn't sleep just because of that. Sleep?
Vincent,Nibelheim - Reconstructed,Let me sleep...
Vincent,Nibelheim - Reconstructed,Wait!If I go with you will I meet Hojo?
Cloud,Nibelheim - Reconstructed,"Dunno. But we're after him and Sephiroth. So, I guess sooner or later..."
Tifa,Nibelheim - Reconstructed,"Hmm, I don't know. But we're going after Hojo and Sephiroth. So, we might......"
Cid,Nibelheim - Reconstructed,I dunno. But we're going after him and Sephiroth. So there's a good chance...
Vincent,Nibelheim - Reconstructed,Lucrecia...All right. I've decided to go with you.
Barret,Nibelheim - Reconstructed,"W, what?"
Aeris,Nibelheim - Reconstructed,Sure is a quick change of heart. Huh?
Tifa,Nibelheim - Reconstructed,What? You're coming with us?
Nanaki,Nibelheim - Reconstructed,What?
Yuffie,Nibelheim - Reconstructed,Huh? Oh great just what I needed...
Cait Sith,Nibelheim - Reconstructed,What?
Cid,Nibelheim - Reconstructed,"Hey, hold on sleepy. You're pretty damn pushy!"
Vincent,Nibelheim - Reconstructed,"Being a former Turks, I may be of help to you..."
Cloud,Nibelheim - Reconstructed,"All right, then."
Tifa,Nibelheim - Reconstructed,"All right, I understand."
Cid,Nibelheim - Reconstructed,Alright then.
Cloud,Nibelheim - Reconstructed,Sephiroth!
Sephiroth,Nibelheim - Reconstructed,Being here brings back memories.Are you going to participate in the Reunion?
Cloud,Nibelheim - Reconstructed,I don't even know what a Reunion is!
Sephiroth,Nibelheim - Reconstructed,Jenova will be at the Reunion. Jenova will join the Reunion becoming a calamity from the skies.
Cloud,Nibelheim - Reconstructed,"Jenova, a calamity from the skies? You mean she wasn't an Ancient!?"
Sephiroth,Nibelheim - Reconstructed,...I see. I don't think you have the right to participate.I will go North past Mt. Nibel. If you wish to find out... then follow...
Cloud,Nibelheim - Reconstructed,...Reunion? Calamity from the skies?
Glass Tank,Nibelheim - Reconstructed,C project specimen (B) codeCA scratch left by a fingernail inside the beaker... 'Let's get out of here...'.
Second Tank,Nibelheim - Reconstructed,C project specimen (A) codeZA scratch left by a fingernail inside the beaker... 'Feeding Time'... that's our chance...!
Escapee Report no. 1,Nibelheim - Reconstructed,X Month X DayThe two escapees were located near Midgar.
Escapee Report no. 2,Nibelheim - Reconstructed,Description of the time of capture.A Former member of SOLDIER/Number ( )No effect could be detected from either Mako Radiation Therapy or Jenova on him.B Regular/Number ( )Reaction to Jenova detected.
Escapee Report no. 3,Nibelheim - Reconstructed,Concerning their disposal.A Shot for resisting.B Escaped during A's resistance.
Escapee Report no. 4,Nibelheim - Reconstructed,"OtherB's whereabouts is currently unknown. But, we submit there is no need to pursue him, due to his diminishing consciousness. Awaiting further instructions."
Clone 2,Nibelheim - Reconstructed,Great...... Sephi...... roth......... left us......Over... mountains...... gone......
Cloud,Rocket Town - Meeting Cid,What's that...!?
Weapons Shopkeeper,Rocket Town - Meeting Cid,A gun is a MAN'S weapon! Ain't nuthin' else'll do!Let me handle all your weapon and accessory needs!
Man Looking at Painting,Rocket Town - Meeting Cid,Hmm. Is it real or fake?
Innkeeper,Rocket Town - Meeting Cid,Welcome to the Shanghai Inn!It's 100 gil a night. Would you like to spend the night?
Cloud,Rocket Town - Meeting Cid,- Yes- No
Innkeeper,Rocket Town - Meeting Cid,Yes sir. Thank you!
Innkeeper,Rocket Town - Meeting Cid,"Well then, come by again sometime."
Innkeeper,Rocket Town - Meeting Cid,"Excuse me. Please don't come in here.Our books and the room keys are in here, so I'll have to ask you to please stay out."
Cloud,Rocket Town - Meeting Cid,The books...Maybe we could find out who's been here?- Was there a man in a Black Cape?- Not interested
Innkeeper,Rocket Town - Meeting Cid,"A man with a Black Cape? No, no one like that has ever stayed here."
Innkeeper,Rocket Town - Meeting Cid,"Look, we're all adults here, So I'd appreciate it if you used some discretion."
Barkeeper,Rocket Town - Meeting Cid,Would you like something to drink?
Cloud,Rocket Town - Meeting Cid,- Let me hear your story- Not interested
Barkeeper,Rocket Town - Meeting Cid,"Did you meet the Captain already? He's really the town's representative, so you should really talk with him."
Barkeeper,Rocket Town - Meeting Cid,"......that's too bad. Please come again.If he keeps up like that, he's gonna collapse someday. Y'know what I mean? I'm talkin' heart attack."
Man at Table,Rocket Town - Meeting Cid,Better ask the Captain about this town. He's the one in charge of it.
Cloud,Rocket Town - Meeting Cid,- Captain?- Did you see a man in a Black Cape?
Man at Table,Rocket Town - Meeting Cid,"The Captain was a pilot when Shinra was still interested in their Space Program.He was going to be the world's first astronaut, but there was an accident...Ever since then, he's been wasting his life away here dreaming about going into outer space."
Man at Table,Rocket Town - Meeting Cid,A man in a Black Cape? Nope... don't know a thing about it.
Man at Table,Rocket Town - Meeting Cid,A drink will ease your heart...
Man in Bathroom,Rocket Town - Meeting Cid,"...I'm in here.P...... Urrrrgh... aaaaaghh...Urrrrgh, urrrgh"
Redhead,Rocket Town - Meeting Cid,That rusted out rocket is all that remains of the Shinra's Space Program.
Mechanic,Rocket Town - Meeting Cid,Everyone in this town was a mechanic back when they were planning to launch the rocket.
Man,Rocket Town - Meeting Cid,"Mmm, I'm so bored. Isn't there anything that can get me excited?"
Woman,Rocket Town - Meeting Cid,"Geeeeez, it's boring! Isn't anything exciting going to happen here?"
Old Man outside Item Shop,Rocket Town - Meeting Cid,"This used to be a Shinra base where they used to launch rockets.You saw the leaning rocket, right? That's Shinra No. 26. It never got off the ground though.It just looms there. That's how the town got its name... 'Shinra No. 26'.Want to look at the rocket with me?"
Cloud,Rocket Town - Meeting Cid,"- Yeah, let's take a look- No, not interested"
Old Man,Rocket Town - Meeting Cid,"I get so impressed every time I look at it.Sorry to get you into this. For me, it's a kinda hobby.But, out of appreciation, let me give you this."
Old Man,Rocket Town - Meeting Cid,I wish you'd take care of it and use it...
Old Man,Rocket Town - Meeting Cid,"Oh, how boring..."
Item Shopkeeper,Rocket Town - Meeting Cid,Welcome! This is the Item Shop.
Old Woman,Rocket Town - Meeting Cid,All gramps does is gaze at that rocket all day long.Well he's a man that really loves machinery...
